寫入日期,寫入時間,時制,中正圖書館,達賢圖書館,中正悅讀區_A,中正悅讀區_B,中正悅讀區_C
2024/11/7,6:00:07,AM,1,0,131,92,152
2024/11/7,7:00:07,AM,1,0,135,92,150
2024/11/7,8:00:07,AM,3,1,127,93,149
2024/11/7,9:00:07,AM,95,49,136,95,149
2024/11/7,10:00:07,AM,172,109,125,94,140
2024/11/7,11:00:07,AM,323,184,108,88,124
2024/11/7,12:00:07,PM,490,255,104,87,121
2024/11/7,1:00:10,PM,893,382,86,80,122
2024/11/7,2:00:07,PM,1166,580,93,82,104
2024/11/7,3:00:07,PM,1395,709,78,77,93
2024/11/7,4:00:07,PM,1592,802,79,74,95
2024/11/7,5:00:07,PM,1941,966,74,68,88
2024/11/7,6:00:07,PM,2121,1073,84,71,87
2024/11/7,7:00:07,PM,2306,1184,75,73,87
2024/11/7,8:00:07,PM,2499,1260,73,75,76
2024/11/7,9:00:08,PM,2585,1291,67,68,83
2024/11/7,10:00:11,PM,2656,1296,68,63,86
2024/11/7,11:00:06,PM,2681,1296,96,78,104
2024/11/8,12:00:06,AM,2694,1296,105,87,129
2024/11/8,1:00:06,AM,0,0,107,90,138
2024/11/8,2:00:06,AM,1,0,121,93,146
2024/11/8,3:00:06,AM,1,0,130,95,148
2024/11/8,4:00:07,AM,2,0,134,94,148
2024/11/8,5:00:06,AM,2,0,134,94,148
2024/11/8,6:00:07,AM,2,0,136,94,148
2024/11/8,7:00:07,AM,2,0,132,94,147
2024/11/8,8:00:06,AM,2,2,127,94,146
2024/11/8,9:00:06,AM,73,88,133,94,147
2024/11/8,10:00:06,AM,166,203,130,92,147
2024/11/8,11:00:06,AM,302,276,120,90,140
2024/11/8,12:00:06,PM,454,339,114,89,133
2024/11/8,1:00:06,PM,706,448,109,90,132
2024/11/8,2:00:06,PM,920,601,111,87,129
2024/11/8,3:00:06,PM,1067,732,110,84,126
2024/11/8,4:00:06,PM,1199,823,104,81,129
2024/11/8,5:00:07,PM,1415,945,102,81,128
2024/11/8,6:00:06,PM,1516,1010,108,80,132
2024/11/8,7:00:06,PM,1600,1075,113,82,133
2024/11/8,8:00:06,PM,1664,1119,116,82,132
2024/11/8,9:00:06,PM,1702,1134,119,82,132
2024/11/8,10:00:07,PM,1723,1139,103,85,132
2024/11/8,11:00:06,PM,1727,1139,114,87,138
2024/11/9,12:00:06,AM,1731,1139,119,90,148
2024/11/9,1:00:06,AM,0,0,119,96,153
2024/11/9,2:00:06,AM,0,0,132,96,154
2024/11/9,3:00:07,AM,0,0,135,96,154
2024/11/9,4:00:06,AM,0,0,139,96,154
2024/11/9,5:00:06,AM,0,0,140,96,154
2024/11/9,6:00:06,AM,0,0,140,96,154
2024/11/9,7:00:06,AM,0,0,140,96,154
2024/11/9,8:00:06,AM,0,0,140,96,154
2024/11/9,9:00:07,AM,27,27,140,94,152
2024/11/9,10:00:06,AM,56,92,137,91,146
2024/11/9,11:00:08,AM,92,213,129,90,143
2024/11/9,12:00:06,PM,134,293,121,88,141
2024/11/9,1:00:06,PM,193,394,115,85,135
2024/11/9,2:00:06,PM,278,578,112,85,135
2024/11/9,3:00:06,PM,343,699,104,82,133
2024/11/9,4:00:07,PM,379,802,101,81,126
2024/11/9,5:00:06,PM,439,887,102,84,125
2024/11/9,6:00:06,PM,507,947,105,83,121
2024/11/9,7:00:06,PM,569,1019,99,82,122
2024/11/9,8:00:07,PM,610,1070,98,83,120
2024/11/9,9:00:06,PM,644,1088,90,81,116
2024/11/9,10:00:06,PM,654,1093,87,82,117
2024/11/9,11:00:06,PM,655,1093,109,91,123
2024/11/10,12:00:06,AM,655,1093,117,93,136
2024/11/10,1:00:06,AM,0,0,124,96,154
2024/11/10,2:00:06,AM,0,0,133,96,154
2024/11/10,3:00:06,AM,0,0,139,96,154
2024/11/10,4:00:06,AM,0,0,140,95,154
2024/11/10,5:00:07,AM,0,0,140,95,154
2024/11/10,6:00:06,AM,0,0,138,96,154
2024/11/10,7:00:06,AM,0,0,139,96,154
2024/11/10,8:00:06,AM,0,0,140,96,154
2024/11/10,9:00:06,AM,27,0,139,93,152
2024/11/10,10:00:06,AM,79,0,135,91,144
2024/11/10,11:00:06,AM,157,0,122,89,136
2024/11/10,12:00:06,PM,234,0,113,87,127
2024/11/10,1:00:06,PM,317,1,106,85,124
2024/11/10,2:00:06,PM,442,1,91,78,112
2024/11/10,4:00:06,PM,617,1,79,74,89
2024/11/10,5:00:06,PM,711,1,80,75,86
2024/11/10,6:00:06,PM,784,1,83,77,83
2024/11/10,7:00:08,PM,883,1,88,79,92
2024/11/10,8:00:07,PM,983,1,83,76,91
2024/11/10,9:00:06,PM,1034,1,80,74,91
2024/11/10,10:00:06,PM,1065,1,71,75,91
2024/11/10,11:00:06,PM,1069,1,81,84,117
2024/11/11,12:00:06,AM,1071,1,91,89,133
2024/11/11,1:00:07,AM,0,0,103,95,154
2024/11/11,2:00:06,AM,1,0,119,96,154
2024/11/11,3:00:06,AM,1,0,125,96,154
2024/11/11,4:00:07,AM,1,0,132,96,154
2024/11/11,5:00:07,AM,1,0,133,96,154
2024/11/11,6:00:06,AM,2,0,134,96,154
2024/11/11,7:00:08,AM,2,0,133,96,154
2024/11/11,8:00:06,AM,2,0,132,96,154
2024/11/11,9:00:06,AM,50,46,132,94,150
2024/11/11,10:00:06,AM,146,138,122,92,135
2024/11/11,11:00:06,AM,252,220,107,86,129
2024/11/11,12:00:06,PM,364,281,102,85,125
2024/11/11,1:00:06,PM,557,374,106,82,125
2024/11/11,2:00:06,PM,741,500,92,79,119
2024/11/11,4:00:07,PM,1082,661,90,76,98
2024/11/11,5:00:08,PM,1407,785,82,80,89
2024/11/11,6:00:07,PM,1568,877,76,78,96
2024/11/11,7:00:07,PM,1758,975,76,75,83
2024/11/11,8:00:06,PM,1923,1062,63,64,69
2024/11/11,9:00:06,PM,2018,1094,46,58,64
2024/11/11,10:00:07,PM,2083,1103,31,53,51
2024/11/11,11:00:07,PM,2086,1103,51,70,75
2024/11/12,12:00:07,AM,2089,1103,82,84,109
2024/11/12,1:00:06,AM,0,0,76,96,150
2024/11/12,2:00:08,AM,2,0,100,96,152
2024/11/12,3:00:07,AM,2,0,119,96,152
2024/11/12,4:00:07,AM,2,0,128,96,152
2024/11/12,5:00:07,AM,5,0,128,96,152
2024/11/12,6:00:07,AM,7,0,128,96,152
2024/11/12,7:00:07,AM,7,0,129,96,152
2024/11/12,8:00:07,AM,7,0,122,96,152
2024/11/12,9:00:07,AM,60,50,127,93,143
2024/11/12,10:00:07,AM,132,113,123,89,140
2024/11/12,11:00:08,AM,248,181,112,87,132
2024/11/12,12:00:07,PM,351,220,112,85,129
2024/11/12,1:00:07,PM,724,352,101,78,121
2024/11/12,2:00:07,PM,1023,574,97,81,110
2024/11/12,3:00:07,PM,1185,674,94,79,104
2024/11/12,4:00:07,PM,1385,759,87,79,95
2024/11/12,5:00:07,PM,1764,905,69,76,84
2024/11/12,6:00:07,PM,1943,1008,71,77,92
2024/11/12,7:00:07,PM,2132,1124,71,75,95
2024/11/12,8:00:07,PM,2308,1215,64,67,87
2024/11/12,9:00:07,PM,2416,1237,51,68,77
2024/11/12,10:00:07,PM,2476,1240,38,63,62
2024/11/12,11:00:07,PM,2488,1240,72,76,88
2024/11/13,12:00:07,AM,2490,1240,82,90,133
2024/11/13,1:00:07,AM,0,0,95,96,152
2024/11/13,2:00:07,AM,0,0,117,96,152
2024/11/13,3:00:07,AM,0,0,131,96,152
2024/11/13,4:00:06,AM,0,0,137,96,152
2024/11/13,5:00:06,AM,2,0,138,96,152
2024/11/13,6:00:06,AM,3,0,141,96,152
2024/11/13,7:00:06,AM,3,0,137,96,152
2024/11/13,8:00:06,AM,4,0,132,96,152
2024/11/13,9:00:06,AM,71,48,133,95,148
2024/11/13,10:00:06,AM,135,126,131,96,142
2024/11/13,11:00:06,AM,250,188,123,95,139
2024/11/13,12:00:06,PM,376,256,122,94,135
2024/11/13,1:00:06,PM,782,397,110,92,125
2024/11/13,2:00:06,PM,1098,584,110,90,129
2024/11/13,3:00:06,PM,1320,692,103,89,119
2024/11/13,4:00:06,PM,1563,776,98,89,115
2024/11/13,5:00:06,PM,1920,877,96,84,104
2024/11/13,6:00:06,PM,2096,972,84,82,98
2024/11/13,7:00:06,PM,2276,1069,84,84,108
2024/11/13,8:00:06,PM,2394,1136,81,82,100
2024/11/13,9:00:06,PM,2460,1155,66,85,98
2024/11/13,10:00:06,PM,2499,1160,43,72,85
2024/11/13,11:00:06,PM,2514,1160,69,80,100
2024/11/14,12:00:08,AM,2521,1160,80,93,131
2024/11/14,1:00:08,AM,0,0,93,96,149
2024/11/14,2:00:07,AM,2,0,114,96,152
2024/11/14,3:00:09,AM,2,0,119,96,152
2024/11/14,4:00:09,AM,2,0,124,96,152
2024/11/14,5:00:09,AM,4,0,126,96,152
2024/11/14,6:00:07,AM,4,0,129,96,152
2024/11/14,7:00:07,AM,4,0,133,96,152
2024/11/14,8:00:07,AM,4,0,127,96,152
2024/11/14,9:00:10,AM,76,42,131,93,149
2024/11/14,10:00:06,AM,172,103,129,90,143
2024/11/14,11:00:07,AM,294,175,124,88,138
2024/11/14,12:00:06,PM,430,232,116,89,131
2024/11/14,1:00:07,PM,805,370,97,88,113
2024/11/14,3:00:06,PM,1156,638,92,82,111
2024/11/14,4:00:06,PM,1350,720,98,79,113
2024/11/14,5:00:07,PM,1458,897,88,75,104
2024/11/14,6:00:07,PM,1458,964,88,78,116
2024/11/14,7:00:06,PM,1458,1060,82,78,131
2024/11/14,8:00:06,PM,1458,1119,88,84,125
2024/11/14,9:00:07,PM,1458,1142,85,82,119
2024/11/14,10:00:06,PM,1458,1144,70,84,108
2024/11/14,11:00:07,PM,1458,1144,76,90,125
2024/11/15,12:00:07,AM,1458,1144,87,96,138
2024/11/15,1:00:07,AM,0,0,107,96,152
2024/11/15,2:00:07,AM,0,0,126,96,152
2024/11/15,3:00:10,AM,0,0,130,96,152
2024/11/15,4:00:09,AM,0,0,130,96,152
2024/11/15,5:00:08,AM,0,0,133,96,152
2024/11/15,6:00:10,AM,0,0,135,96,152
2024/11/15,7:00:09,AM,0,0,137,96,152
2024/11/15,8:00:08,AM,0,0,138,96,152
2024/11/15,9:00:07,AM,0,49,136,95,146
2024/11/15,10:00:07,AM,0,156,139,95,148
2024/11/15,11:00:07,AM,0,231,140,95,148
2024/11/15,12:00:07,PM,75,300,142,96,148
2024/11/15,1:00:07,PM,326,417,108,91,134
2024/11/15,2:00:07,PM,502,561,102,88,127
2024/11/15,3:00:07,PM,652,697,98,84,120
2024/11/15,4:00:07,PM,771,775,100,83,119
2024/11/15,5:00:07,PM,978,878,100,84,123
2024/11/15,6:00:07,PM,1075,955,106,86,123
2024/11/15,7:00:07,PM,1166,1063,115,89,121
2024/11/15,8:00:07,PM,1243,1116,115,89,121
2024/11/15,9:00:07,PM,1268,1127,106,88,124
2024/11/15,10:00:07,PM,1283,1130,95,87,132
2024/11/15,11:00:07,PM,1285,1130,111,90,144
2024/11/16,12:00:07,AM,1286,1130,120,95,150
2024/11/16,1:00:07,AM,0,0,135,96,152
2024/11/16,2:00:07,AM,0,0,141,96,152
2024/11/16,3:00:07,AM,0,0,142,96,152
2024/11/16,4:00:07,AM,0,0,142,96,152
2024/11/16,5:00:07,AM,2,0,142,96,152
2024/11/16,6:00:07,AM,2,0,142,96,152
2024/11/16,7:00:07,AM,2,0,143,96,152
2024/11/16,8:00:07,AM,2,0,144,96,152
2024/11/16,9:00:07,AM,31,72,139,96,150
2024/11/16,10:00:07,AM,92,152,134,96,147
2024/11/16,11:00:07,AM,160,285,127,91,144
2024/11/16,12:00:06,PM,206,361,121,90,144
2024/11/16,1:00:06,PM,270,509,110,88,142
2024/11/16,2:00:06,PM,365,670,111,88,129
2024/11/16,3:00:06,PM,438,805,109,85,124
2024/11/16,4:00:06,PM,487,884,108,84,123
2024/11/16,5:00:06,PM,531,960,107,84,125
2024/11/16,6:00:06,PM,586,1013,103,85,126
2024/11/16,7:00:06,PM,635,1074,106,86,127
2024/11/16,8:00:06,PM,682,1111,103,86,126
2024/11/16,9:00:06,PM,712,1123,100,86,126
2024/11/16,10:00:06,PM,721,1125,99,87,125
2024/11/16,11:00:06,PM,724,1125,112,90,136
2024/11/17,12:00:06,AM,725,1125,125,92,146
2024/11/17,1:00:06,AM,0,0,128,96,152
2024/11/17,2:00:06,AM,0,0,131,96,152
2024/11/17,3:00:06,AM,0,0,137,96,152
2024/11/17,4:00:06,AM,0,0,139,96,152
2024/11/17,5:00:06,AM,0,0,139,96,152
2024/11/17,6:00:06,AM,2,0,141,96,152
2024/11/17,7:00:06,AM,2,0,140,96,152
2024/11/17,8:00:06,AM,3,0,142,96,152
2024/11/17,9:00:06,AM,29,0,142,96,150
2024/11/17,10:00:06,AM,72,0,137,94,145
2024/11/17,11:00:06,AM,138,0,130,93,134
2024/11/17,12:00:06,PM,188,0,127,91,129
2024/11/17,1:00:06,PM,275,0,118,90,127
2024/11/17,2:00:06,PM,378,0,102,86,111
2024/11/17,3:00:06,PM,486,0,92,85,102
2024/11/17,4:00:06,PM,559,0,84,83,95
2024/11/17,5:00:06,PM,628,0,77,87,96
2024/11/17,6:00:06,PM,703,0,85,86,96
2024/11/17,7:00:06,PM,774,0,83,87,101
2024/11/17,8:00:06,PM,858,0,80,88,100
2024/11/17,9:00:06,PM,910,0,84,88,100
2024/11/17,10:00:06,PM,932,0,84,88,104
2024/11/17,11:00:06,PM,934,0,107,88,133
2024/11/18,12:00:07,AM,939,0,110,92,140
2024/11/18,1:00:06,AM,0,0,112,96,152
2024/11/18,2:00:06,AM,0,0,129,96,152
2024/11/18,3:00:06,AM,0,0,137,96,152
2024/11/18,4:00:06,AM,0,0,140,96,152
2024/11/18,5:00:06,AM,1,0,143,96,152
2024/11/18,6:00:06,AM,2,0,143,96,152
2024/11/18,7:00:06,AM,2,0,143,96,152
2024/11/18,8:00:06,AM,3,0,137,96,152
2024/11/18,9:00:06,AM,50,46,136,95,150
2024/11/18,10:00:06,AM,135,134,124,94,143
2024/11/18,11:00:06,AM,256,228,111,89,137
2024/11/18,12:00:06,PM,359,295,111,87,139
2024/11/18,1:00:06,PM,511,389,105,87,132
2024/11/18,2:00:06,PM,668,516,97,82,131
2024/11/18,3:00:06,PM,800,591,93,79,116
2024/11/18,4:00:06,PM,940,649,97,81,110
2024/11/18,5:00:08,PM,1303,781,77,82,97
2024/11/18,6:00:06,PM,1437,859,75,82,100
2024/11/18,7:00:06,PM,1588,964,79,78,104
2024/11/18,8:00:06,PM,1734,1022,74,74,95
2024/11/18,9:00:06,PM,1797,1043,75,75,83
2024/11/18,10:00:06,PM,1831,1046,57,72,79
2024/11/18,11:00:06,PM,1835,1046,87,81,109
2024/11/19,12:00:06,AM,1840,1046,98,88,136
2024/11/19,1:00:06,AM,0,0,113,96,149
2024/11/19,2:00:06,AM,0,0,120,96,151
2024/11/19,3:00:07,AM,0,0,126,96,152
2024/11/19,4:00:06,AM,2,0,129,96,152
2024/11/19,5:00:06,AM,3,0,133,96,152
2024/11/19,6:00:06,AM,3,0,136,96,152
2024/11/19,7:00:06,AM,3,0,138,96,152
2024/11/19,8:00:06,AM,3,0,133,96,152
2024/11/19,9:00:06,AM,70,30,139,94,145
2024/11/19,10:00:06,AM,156,99,132,93,143
2024/11/19,11:00:06,AM,255,174,126,85,137
2024/11/19,12:00:06,PM,383,226,122,85,133
2024/11/19,1:00:07,PM,753,354,110,84,122
2024/11/19,2:00:07,PM,1052,530,100,84,114
2024/11/19,3:00:06,PM,1232,639,89,84,112
2024/11/19,4:00:07,PM,1409,722,89,80,108
2024/11/19,5:00:06,PM,1757,866,73,77,90
2024/11/19,6:00:06,PM,1947,981,76,79,95
2024/11/19,7:00:06,PM,2122,1109,80,80,107
2024/11/19,8:00:06,PM,2313,1193,69,75,96
2024/11/19,9:00:06,PM,2391,1221,67,75,99
2024/11/19,10:00:06,PM,2428,1225,65,69,88
2024/11/19,11:00:06,PM,2433,1225,89,84,109
2024/11/20,12:00:07,AM,2436,1225,92,92,143
2024/11/20,1:00:07,AM,0,0,106,95,151
2024/11/20,2:00:07,AM,0,0,119,96,152
2024/11/20,3:00:06,AM,0,0,122,96,152
2024/11/20,4:00:07,AM,1,0,130,96,152
2024/11/20,5:00:07,AM,1,0,131,96,152
2024/11/20,6:00:07,AM,1,0,135,96,152
2024/11/20,7:00:07,AM,1,0,137,96,152
2024/11/20,8:00:07,AM,2,0,129,95,152
2024/11/20,9:00:07,AM,59,38,132,95,147
2024/11/20,10:00:07,AM,133,101,131,94,143
2024/11/20,11:00:07,AM,219,197,124,91,141
2024/11/20,12:00:07,PM,318,240,122,90,138
2024/11/20,1:00:07,PM,636,379,107,91,123
2024/11/20,2:00:07,PM,926,589,99,83,121
2024/11/20,3:00:07,PM,1069,715,91,80,120
2024/11/20,4:00:07,PM,1270,775,89,79,106
2024/11/20,5:00:07,PM,1586,915,79,71,106
2024/11/20,6:00:07,PM,1747,996,89,77,117
2024/11/20,7:00:07,PM,1923,1075,85,80,116
2024/11/20,8:00:07,PM,2047,1156,73,76,106
2024/11/20,9:00:07,PM,2130,1178,67,71,96
2024/11/20,10:00:07,PM,2168,1180,54,68,81
2024/11/20,11:00:07,PM,2176,1180,77,80,99
2024/11/21,12:00:07,AM,2180,1180,85,92,134
2024/11/21,1:00:07,AM,0,0,92,96,152
2024/11/21,2:00:07,AM,2,0,106,96,152
2024/11/21,3:00:07,AM,2,0,116,96,152
2024/11/21,4:00:07,AM,2,0,121,96,152
2024/11/21,5:00:07,AM,2,0,128,96,152
2024/11/21,6:00:07,AM,2,0,131,96,152
2024/11/21,7:00:07,AM,2,0,132,96,152
2024/11/21,9:00:07,AM,71,42,137,95,148
2024/11/21,10:00:07,AM,140,101,135,91,145
2024/11/21,11:00:07,AM,255,165,127,88,140
2024/11/21,12:00:08,PM,376,223,121,87,133
2024/11/21,1:00:09,PM,687,343,97,84,128
2024/11/21,2:00:09,PM,895,494,104,85,124
2024/11/21,3:00:09,PM,1048,601,100,82,121
2024/11/21,4:00:07,PM,1204,675,104,86,125
2024/11/21,5:00:09,PM,1537,797,88,78,104
2024/11/21,6:00:09,PM,1686,884,94,78,111
2024/11/21,7:00:07,PM,1829,946,87,80,115
2024/11/21,8:00:06,PM,1947,1011,82,82,119
2024/11/21,9:00:06,PM,2015,1027,79,79,116
2024/11/21,10:00:06,PM,2042,1031,70,70,112
2024/11/21,11:00:06,PM,2051,1031,91,84,123
2024/11/22,12:00:06,AM,2055,1031,100,92,144
2024/11/22,1:00:06,AM,0,0,112,95,151
2024/11/22,2:00:06,AM,0,0,130,95,151
2024/11/22,3:00:06,AM,1,0,136,96,151
2024/11/22,4:00:06,AM,2,0,140,96,151
2024/11/22,5:00:06,AM,4,0,143,96,152
2024/11/22,6:00:06,AM,5,0,143,96,152
2024/11/22,7:00:06,AM,5,0,143,96,152
2024/11/22,8:00:06,AM,5,0,139,96,152
2024/11/22,9:00:06,AM,56,42,137,96,150
2024/11/22,10:00:06,AM,101,124,131,91,146
2024/11/22,11:00:06,AM,185,178,126,90,139
2024/11/22,1:00:06,PM,479,365,122,88,137
2024/11/22,2:00:06,PM,643,509,120,88,134
2024/11/22,3:00:06,PM,778,611,115,83,125
2024/11/22,4:00:06,PM,868,680,108,83,114
2024/11/22,5:00:08,PM,1058,791,103,79,113
2024/11/22,6:00:06,PM,1164,857,98,80,115
2024/11/22,7:00:06,PM,1250,927,107,85,117
2024/11/22,8:00:06,PM,1315,979,99,85,122
2024/11/22,9:00:06,PM,1342,1008,92,85,122
2024/11/22,10:00:06,PM,1356,1012,91,85,120
2024/11/22,11:00:06,PM,1357,1012,102,88,124
2024/11/23,12:00:06,AM,1360,1012,113,96,133
2024/11/23,1:00:06,AM,0,0,123,96,139
2024/11/23,2:00:06,AM,0,0,129,96,140
2024/11/23,3:00:06,AM,0,0,134,96,140
2024/11/23,4:00:06,AM,0,0,135,96,140
2024/11/23,5:00:06,AM,2,0,135,96,140
2024/11/23,6:00:06,AM,2,0,135,96,140
2024/11/23,7:00:06,AM,2,0,135,96,140
2024/11/23,8:00:06,AM,3,0,133,96,140
2024/11/23,9:00:06,AM,23,30,133,95,137
2024/11/23,10:00:06,AM,58,89,131,94,136
2024/11/23,11:00:06,AM,110,160,127,91,131
2024/11/23,12:00:06,PM,156,240,124,91,130
2024/11/23,1:00:06,PM,213,336,120,89,128
2024/11/23,2:00:06,PM,302,483,117,85,120
2024/11/25,6:00:09,PM,1432,1090,83,78,99
2024/11/25,7:00:07,PM,1603,1180,71,81,102
2024/11/25,8:00:07,PM,1720,1228,64,81,94
2024/11/25,9:00:07,PM,1779,1257,63,75,88
2024/11/25,10:00:07,PM,1824,1264,57,74,81
2024/11/25,11:00:07,PM,1833,1264,76,86,94
2024/11/26,12:00:07,AM,1836,1264,88,91,128
2024/11/26,1:00:07,AM,0,0,103,95,140
2024/11/26,2:00:07,AM,0,0,119,96,140
2024/11/26,3:00:07,AM,1,0,123,96,140
2024/11/26,4:00:07,AM,1,0,128,96,140
2024/11/26,5:00:07,AM,1,0,130,96,140
2024/11/26,6:00:07,AM,1,0,132,96,140
2024/11/26,7:00:07,AM,1,1,132,96,140
2024/11/26,8:00:07,AM,3,1,127,96,140
2024/11/26,9:00:07,AM,56,36,131,96,133
2024/11/26,10:00:07,AM,122,84,123,93,132
2024/11/26,11:00:07,AM,222,138,116,92,121
2024/11/26,12:00:06,PM,342,179,111,91,121
2024/11/26,1:00:06,PM,629,307,88,83,116
2024/11/26,2:00:06,PM,918,466,92,84,104
2024/11/26,3:00:06,PM,1058,554,94,87,105
2024/11/26,4:00:06,PM,1236,638,97,86,113
2024/11/26,5:00:06,PM,1596,795,79,79,92
2024/11/26,6:00:06,PM,1754,881,77,81,95
2024/11/26,7:00:06,PM,1904,1015,73,80,103
2024/11/26,8:00:06,PM,2045,1085,62,76,104
2024/11/26,9:00:06,PM,2110,1119,68,75,99
2024/11/26,10:00:06,PM,2156,1128,62,69,80
2024/11/26,11:00:06,PM,2164,1128,74,80,114
2024/11/27,12:00:06,AM,2167,1128,90,92,134
2024/11/27,1:00:06,AM,0,0,100,96,150
2024/11/27,2:00:06,AM,0,0,123,96,152
2024/11/27,3:00:06,AM,0,0,129,96,152
2024/11/27,4:00:06,AM,0,0,128,96,152
2024/11/27,5:00:06,AM,0,0,135,96,152
2024/11/27,6:00:06,AM,0,0,135,96,152
2024/11/27,7:00:06,AM,0,0,137,96,152
2024/11/27,8:00:06,AM,0,0,130,96,152
2024/11/27,9:00:06,AM,61,47,139,96,148
2024/11/27,10:00:06,AM,130,114,131,94,145
2024/11/27,11:00:06,AM,204,241,126,92,139
2024/11/27,12:00:06,PM,309,302,120,92,140
2024/11/27,1:00:06,PM,622,473,106,93,131
2024/11/27,2:00:06,PM,875,735,99,90,120
2024/11/27,3:00:06,PM,1021,873,93,87,120
2024/11/27,4:00:06,PM,1161,963,95,87,122
2024/11/27,5:00:06,PM,1471,1107,84,83,105
2024/11/27,6:00:06,PM,1623,1195,84,80,103
2024/11/27,7:00:06,PM,1808,1291,84,82,107
2024/11/27,8:00:06,PM,1928,1387,73,77,100
2024/11/27,9:00:08,PM,2002,1403,70,75,99
2024/11/27,10:00:06,PM,2045,1408,61,77,88
2024/11/27,11:00:06,PM,2052,1408,90,82,116
2024/11/28,12:00:06,AM,2055,1408,105,91,135
2024/11/28,1:00:06,AM,0,0,113,96,152
2024/11/28,2:00:06,AM,0,0,123,96,152
2024/11/28,3:00:06,AM,0,0,127,96,152
2024/11/28,4:00:06,AM,0,0,133,96,152
2024/11/28,5:00:06,AM,1,0,136,96,152
2024/11/28,6:00:06,AM,1,0,136,96,152
2024/11/28,7:00:06,AM,1,0,134,96,152
2024/11/28,8:00:06,AM,1,0,128,96,151
2024/11/28,9:00:06,AM,72,69,138,94,147
2024/11/28,10:00:06,AM,137,275,135,93,145
2024/11/28,11:00:06,AM,233,523,122,91,138
2024/11/28,12:00:07,PM,345,642,124,93,138
2024/11/28,1:00:06,PM,654,798,109,90,129
2024/11/28,2:00:06,PM,882,1004,102,87,124
2024/11/28,3:00:06,PM,1009,1125,99,82,123
2024/11/28,4:00:08,PM,1165,1203,97,81,120
2024/11/28,5:00:06,PM,1495,1361,89,79,105
2024/11/28,6:00:06,PM,1671,1470,93,79,115
2024/11/28,7:00:06,PM,1806,1594,94,80,117
2024/11/28,8:00:07,PM,1926,1652,81,82,121
2024/11/28,9:00:06,PM,1977,1667,75,83,120
2024/11/28,10:00:06,PM,2001,1672,66,81,111
2024/11/28,11:00:06,PM,2015,1672,86,87,128
2024/11/29,12:00:07,AM,2016,1672,104,94,148
2024/11/29,1:00:06,AM,0,0,119,96,152
2024/11/29,2:00:06,AM,0,0,122,96,152
2024/11/29,3:00:06,AM,0,0,128,96,152
2024/11/29,4:00:06,AM,1,0,134,96,152
2024/11/29,5:00:06,AM,3,0,138,96,152
2024/11/29,6:00:06,AM,5,0,143,96,152
2024/11/29,7:00:06,AM,5,0,143,96,152
2024/11/29,8:00:06,AM,5,0,141,95,152
2024/11/29,9:00:06,AM,57,35,135,95,150
2024/11/29,10:00:06,AM,121,149,132,93,148
2024/11/29,11:00:06,AM,194,227,121,91,143
2024/11/29,12:00:07,PM,271,284,120,90,139
2024/11/29,1:00:06,PM,454,394,116,89,129
2024/11/29,2:00:06,PM,618,581,114,88,128
2024/11/29,3:00:06,PM,744,697,110,86,126
2024/11/29,4:00:06,PM,877,791,111,84,131
2024/11/29,5:00:06,PM,1091,930,108,82,123
2024/11/29,7:00:06,PM,1284,1071,116,84,131
2024/11/29,8:00:06,PM,1350,1120,109,86,128
2024/11/29,9:00:06,PM,1373,1140,108,86,127
2024/11/29,10:00:06,PM,1386,1145,106,88,124
2024/11/29,11:00:06,PM,1387,1145,111,92,135
2024/11/30,12:00:07,AM,1388,1145,128,96,146
2024/11/30,1:00:06,AM,0,0,135,96,151
2024/11/30,2:00:07,AM,0,0,135,96,151
2024/11/30,3:00:07,AM,0,0,138,96,151
2024/11/30,4:00:07,AM,2,0,140,96,152
2024/11/30,5:00:07,AM,2,0,143,96,152
2024/11/30,6:00:07,AM,2,0,143,96,152
2024/11/30,7:00:07,AM,2,0,144,96,152
2024/11/30,8:00:07,AM,2,0,144,96,152
2024/11/30,9:00:07,AM,24,19,144,96,149
2024/11/30,10:00:06,AM,69,75,137,95,148
2024/11/30,11:00:06,AM,110,155,130,93,147
2024/11/30,12:00:07,PM,140,231,129,91,143
2024/11/30,1:00:07,PM,198,340,126,89,135
2024/11/30,2:00:06,PM,259,523,121,88,131
2024/11/30,3:00:06,PM,313,649,117,85,126
2024/11/30,4:00:06,PM,363,750,110,84,125
2024/11/30,5:00:07,PM,411,846,107,86,124
2024/11/30,6:00:07,PM,476,922,108,85,126
2024/11/30,7:00:07,PM,518,981,115,88,125
2024/11/30,8:00:08,PM,556,1019,116,88,124
2024/11/30,9:00:07,PM,577,1032,111,88,123
2024/11/30,10:00:07,PM,590,1035,97,88,133
2024/11/30,11:00:07,PM,592,1035,111,94,139
2024/12/1,12:00:07,AM,593,1035,123,95,146
2024/12/1,1:00:07,AM,0,0,127,96,152
2024/12/1,2:00:07,AM,0,0,138,96,152
2024/12/1,3:00:07,AM,0,0,141,96,152
2024/12/1,4:00:07,AM,0,0,140,96,152
2024/12/1,5:00:07,AM,0,0,142,96,152
2024/12/1,6:00:07,AM,0,0,142,96,152
2024/12/1,7:00:07,AM,0,0,143,96,152
2024/12/1,8:00:07,AM,0,0,140,96,152
2024/12/1,9:00:07,AM,25,0,140,96,150
2024/12/1,10:00:07,AM,73,0,134,94,147
2024/12/1,11:00:07,AM,144,0,125,94,144
